LeasingID,CustID,StartDate,EndDate,Value,AnnualRate
16574,1024664,21JUN2006:00:00:00,12MAR2016:00:00:00,857043,174.29709026
16830,1025066,21JUN2006:00:00:00,05OCT2016:00:00:00,547523,247.76372708
1434,1000729,22JUN2006:00:00:00,17JUL2017:00:00:00,521041,165.98011251
1888,1001410,22JUN2006:00:00:00,26AUG2018:00:00:00,806182,225.58511974
4226,1005207,22JUN2006:00:00:00,31OCT2016:00:00:00,575590,178.45557914
6297,1008681,22JUN2006:00:00:00,30APR2017:00:00:00,274953,207.56500127
17894,1026763,22JUN2006:00:00:00,11NOV2017:00:00:00,810670,177.06941618
18429,1027654,22JUN2006:00:00:00,25JUL2023:00:00:00,882076,127.16754967
21605,1032696,22JUN2006:00:00:00,01APR2023:00:00:00,338539,100.31709324
1299,1000483,23JUN2006:00:00:00,20APR2019:00:00:00,240906,117.64413022
21595,1032683,23JUN2006:00:00:00,13MAR2020:00:00:00,363175,65.663019271
14609,1021507,24JUN2006:00:00:00,21MAR2020:00:00:00,479794,95.465522884
1077,1000121,25JUN2006:00:00:00,13AUG2022:00:00:00,916715,89.920871049
1486,1000805,25JUN2006:00:00:00,21MAY2016:00:00:00,865170,137.05041165
3552,1004095,25JUN2006:00:00:00,28NOV2023:00:00:00,661226,161.82162363
6072,1008367,25JUN2006:00:00:00,27SEP2018:00:00:00,243519,297.66559359
9487,1013542,25JUN2006:00:00:00,05OCT2018:00:00:00,589277,282.41780105
11635,1016773,25JUN2006:00:00:00,05OCT2020:00:00:00,116463,171.52476435
12234,1017702,25JUN2006:00:00:00,30MAR2024:00:00:00,58646,90.613952529
14307,1021017,25JUN2006:00:00:00,05APR2015:00:00:00,433594,192.31720873
16512,1024568,25JUN2006:00:00:00,07MAR2023:00:00:00,495239,99.624011761
4052,1004948,26JUN2006:00:00:00,04FEB2023:00:00:00,45924,135.48452742
13321,1019460,26JUN2006:00:00:00,09FEB2021:00:00:00,9732,167.36627547
15446,1022851,26JUN2006:00:00:00,04AUG2014:00:00:00,395247,174.29709026
17429,1026017,26JUN2006:00:00:00,27SEP2015:00:00:00,767285,172.9109273
21160,1032017,26JUN2006:00:00:00,02APR2020:00:00:00,279494,116.07824599
23643,1035872,26JUN2006:00:00:00,27MAY2019:00:00:00,753638,0
2734,1002778,27JUN2006:00:00:00,17AUG2018:00:00:00,395143,88.53470809
6340,1008743,27JUN2006:00:00:00,24JUL2020:00:00:00,670570,179.8417421
9450,1013490,27JUN2006:00:00:00,08SEP2018:00:00:00,331869,184.00023097
14225,1020883,27JUN2006:00:00:00,17JUL2014:00:00:00,42441,165.98011251
17524,1026171,27JUN2006:00:00:00,05JAN2017:00:00:00,523478,99.624011761
20201,1030539,27JUN2006:00:00:00,24SEP2017:00:00:00,20840,97.544767322
13443,1019645,28JUN2006:00:00:00,26JAN2022:00:00:00,898932,208.95116423
17046,1025407,28JUN2006:00:00:00,14DEC2016:00:00:00,400711,213.10965311
22441,1034040,28JUN2006:00:00:00,30AUG2022:00:00:00,327185,206.17883832
22671,1034415,28JUN2006:00:00:00,15AUG2015:00:00:00,980831,203.4065124
25127,1038203,28JUN2006:00:00:00,16NOV2017:00:00:00,193687,94.772441405
26307,1039919,28JUN2006:00:00:00,10JUL2018:00:00:00,317030,215.88197903
4712,1006042,29JUN2006:00:00:00,17MAY2021:00:00:00,301916,224.19895678
8725,1012403,29JUN2006:00:00:00,31OCT2018:00:00:00,269329,143.80150517
12326,1017850,29JUN2006:00:00:00,30OCT2016:00:00:00,615731,233.90209749
14361,1021094,29JUN2006:00:00:00,25SEP2016:00:00:00,533853,159.04929772
16529,1024596,29JUN2006:00:00:00,26MAR2017:00:00:00,709936,164.59394955
17512,1026155,29JUN2006:00:00:00,10MAR2017:00:00:00,448471,65.491899201
20082,1030353,29JUN2006:00:00:00,20AUG2021:00:00:00,257562,84.196497943
3887,1004636,30JUN2006:00:00:00,29MAY2017:00:00:00,968688,153.50464588
7948,1011249,30JUN2006:00:00:00,13MAR2020:00:00:00,733808,243.6052382
9100,1012976,30JUN2006:00:00:00,22JUL2019:00:00:00,51121,91.307034008
14939,1022044,30JUN2006:00:00:00,01JUL2015:00:00:00,930649,150.73231996
15704,1023277,30JUN2006:00:00:00,31DEC2020:00:00:00,330178,160.43546068
17515,1026156,30JUN2006:00:00:00,15DEC2017:00:00:00,653901,195.08953464
20588,1031135,30JUN2006:00:00:00,19DEC2016:00:00:00,733785,228.35744566
5407,1007293,01JUL2006:00:00:00,06MAR2024:00:00:00,391601,188.15871985
15293,1022603,01JUL2006:00:00:00,01JAN2019:00:00:00,133885,174.29709026
15641,1023171,01JUL2006:00:00:00,25DEC2018:00:00:00,218481,123.18878206
23232,1035243,01JUL2006:00:00:00,01NOV2019:00:00:00,503306,59.947247366
24284,1036877,01JUL2006:00:00:00,15JUL2019:00:00:00,811472,220.0404679
6927,1009636,02JUL2006:00:00:00,04JUL2016:00:00:00,432410,88.53470809
5904,1008136,03JUL2006:00:00:00,23OCT2015:00:00:00,468839,200.63418648
8863,1012611,03JUL2006:00:00:00,28SEP2023:00:00:00,11175,68.435345188
10585,1015240,03JUL2006:00:00:00,26MAY2021:00:00:00,395067,211.72349015
12406,1017960,03JUL2006:00:00:00,29FEB2020:00:00:00,438474,74.673078503
16994,1025330,03JUL2006:00:00:00,14MAY2018:00:00:00,679265,168.75243843
25891,1039305,03JUL2006:00:00:00,11DEC2021:00:00:00,802098,156.2769718
19064,1028705,04JUL2006:00:00:00,30JUL2019:00:00:00,807532,168.75243843
22279,1033755,04JUL2006:00:00:00,19DEC2023:00:00:00,239930,188.15871985
23701,1035961,04JUL2006:00:00:00,27AUG2017:00:00:00,26767,146.57383109
25114,1038174,04JUL2006:00:00:00,09MAR2018:00:00:00,379405,83.683137735
2171,1001899,05JUL2006:00:00:00,19MAY2024:00:00:00,108167,196.4756976
2766,1002831,05JUL2006:00:00:00,06MAR2023:00:00:00,55795,117.46440895
8636,1012269,05JUL2006:00:00:00,26JUL2015:00:00:00,284662,168.75243843
20250,1030616,05JUL2006:00:00:00,04JUL2018:00:00:00,720254,165.98011251
22703,1034459,05JUL2006:00:00:00,13DEC2015:00:00:00,75805,67.34011648
22730,1034495,05JUL2006:00:00:00,17SEP2021:00:00:00,216196,146.57383109
23330,1035393,05JUL2006:00:00:00,24FEB2017:00:00:00,876544,167.36627547
3273,1003645,06JUL2006:00:00:00,04APR2018:00:00:00,491487,217.26814199
6384,1008810,06JUL2006:00:00:00,24JUL2017:00:00:00,962627,149.34615701
7905,1011188,06JUL2006:00:00:00,22NOV2016:00:00:00,572685,189.54488281
13765,1020143,06JUL2006:00:00:00,21FEB2024:00:00:00,792724,224.19895678
18898,1028413,06JUL2006:00:00:00,03MAY2021:00:00:00,611013,89.920871049
22697,1034455,06JUL2006:00:00:00,15JUL2021:00:00:00,283982,66.41600784
23044,1034961,06JUL2006:00:00:00,09DEC2018:00:00:00,535299,119.72337466
4526,1005712,07JUL2006:00:00:00,05JUL2017:00:00:00,647073,213.10965311
11449,1016485,07JUL2006:00:00:00,26FEB2018:00:00:00,320549,92.513475696
1506,1000828,08JUL2006:00:00:00,29MAY2018:00:00:00,179795,202.02034944
6216,1008548,08JUL2006:00:00:00,20MAR2021:00:00:00,27248,95.465522884
7021,1009760,08JUL2006:00:00:00,27MAR2019:00:00:00,515028,188.15871985
9071,1012941,08JUL2006:00:00:00,26APR2024:00:00:00,398616,81.603893297
14885,1021957,08JUL2006:00:00:00,30JAN2021:00:00:00,25304,160.43546068
19138,1028810,08JUL2006:00:00:00,02JUL2016:00:00:00,351383,154.89080884
5130,1006773,09JUL2006:00:00:00,08SEP2020:00:00:00,744658,138.25685334
9342,1013335,09JUL2006:00:00:00,01JUN2018:00:00:00,34961,168.75243843
9836,1014077,09JUL2006:00:00:00,27JUN2019:00:00:00,891609,192.31720873
9937,1014232,09JUL2006:00:00:00,02SEP2017:00:00:00,169444,89.920871049
13923,1020418,09JUL2006:00:00:00,15MAR2020:00:00:00,577995,199.24802352
14271,1020953,09JUL2006:00:00:00,18AUG2023:00:00:00,44324,68.435345188
22674,1034422,09JUL2006:00:00:00,21JUL2021:00:00:00,802025,75.366159982
7771,1010949,10JUL2006:00:00:00,10FEB2015:00:00:00,725121,85.762382173
8792,1012505,10JUL2006:00:00:00,27JUN2016:00:00:00,547635,231.12977157
9245,1013200,10JUL2006:00:00:00,20OCT2020:00:00:00,87688,79.524648858
15866,1023521,10JUL2006:00:00:00,06APR2023:00:00:00,733873,110.71331543
22063,1033401,10JUL2006:00:00:00,14JUN2021:00:00:00,34891,83.683137735
22124,1033507,10JUL2006:00:00:00,09JAN2022:00:00:00,118475,147.95999405
24280,1036873,10JUL2006:00:00:00,10AUG2014:00:00:00,966911,161.82162363
25846,1039244,10JUL2006:00:00:00,30DEC2023:00:00:00,644461,115.56488579
6376,1008802,11JUL2006:00:00:00,05APR2021:00:00:00,594044,73.286915544
7188,1010029,11JUL2006:00:00:00,23NOV2016:00:00:00,859204,71.207671106
13001,1018928,11JUL2006:00:00:00,27AUG2021:00:00:00,205682,110.53359416
13464,1019682,11JUL2006:00:00:00,12JUN2017:00:00:00,482107,171.52476435
14967,1022088,11JUL2006:00:00:00,16JUN2015:00:00:00,664853,142.41534221
21746,1032903,11JUL2006:00:00:00,30NOV2015:00:00:00,740454,170.13860139
13516,1019774,12JUL2006:00:00:00,03MAR2017:00:00:00,319209,160.43546068
3542,1004080,13JUL2006:00:00:00,05FEB2018:00:00:00,587429,164.59394955
4357,1005403,13JUL2006:00:00:00,09AUG2019:00:00:00,133402,197.86186056
18408,1027625,13JUL2006:00:00:00,04JAN2016:00:00:00,32857,58.732204477
21090,1031903,13JUL2006:00:00:00,28JUL2023:00:00:00,194393,88.53470809
9839,1014082,14JUL2006:00:00:00,29NOV2018:00:00:00,87910,143.80150517
12784,1018560,14JUL2006:00:00:00,26SEP2016:00:00:00,768187,77.44540442
19165,1028860,14JUL2006:00:00:00,20AUG2018:00:00:00,956316,168.75243843
22737,1034505,14JUL2006:00:00:00,08FEB2015:00:00:00,761880,96.671964572
25119,1038188,14JUL2006:00:00:00,26NOV2019:00:00:00,919955,80.910811817
2206,1001961,15JUL2006:00:00:00,23SEP2014:00:00:00,926066,210.33732719
12465,1018059,15JUL2006:00:00:00,27SEP2019:00:00:00,98594,81.603893297
20757,1031384,15JUL2006:00:00:00,31OCT2020:00:00:00,323399,189.54488281
22043,1033379,15JUL2006:00:00:00,06JUL2016:00:00:00,980890,240.83291228
2879,1003009,16JUL2006:00:00:00,12MAY2017:00:00:00,945321,190.93104577
12525,1018146,16JUL2006:00:00:00,17SEP2019:00:00:00,45486,84.376219214
22502,1034131,16JUL2006:00:00:00,23JUL2016:00:00:00,348952,95.465522884
7091,1009868,17JUL2006:00:00:00,15JUN2017:00:00:00,330151,228.35744566
16166,1023977,17JUL2006:00:00:00,11MAR2024:00:00:00,220156,118.85057191
2681,1002692,18JUL2006:00:00:00,09JAN2015:00:00:00,791275,186.77255689
7157,1009977,18JUL2006:00:00:00,23JUN2022:00:00:00,4777,114.69208304
10302,1014788,18JUL2006:00:00:00,23DEC2014:00:00:00,72905,81.603893297
14084,1020673,18JUL2006:00:00:00,22APR2021:00:00:00,558126,181.22790506
14873,1021939,18JUL2006:00:00:00,20OCT2016:00:00:00,970330,130.81267833
16558,1024640,18JUL2006:00:00:00,09AUG2018:00:00:00,82427,202.02034944
21581,1032664,18JUL2006:00:00:00,21AUG2015:00:00:00,560530,161.82162363
24883,1037814,18JUL2006:00:00:00,17JUL2021:00:00:00,359699,220.0404679
2470,1002368,19JUL2006:00:00:00,30JUN2023:00:00:00,937884,211.72349015
3037,1003271,19JUL2006:00:00:00,15MAR2015:00:00:00,208045,67.742263709
4816,1006221,19JUL2006:00:00:00,30SEP2020:00:00:00,403711,181.22790506
13658,1019981,19JUL2006:00:00:00,13JAN2016:00:00:00,367439,207.56500127
14802,1021825,19JUL2006:00:00:00,15APR2018:00:00:00,920400,87.148545132
16235,1024083,19JUL2006:00:00:00,23JUN2023:00:00:00,760144,178.45557914
22868,1034686,19JUL2006:00:00:00,03SEP2015:00:00:00,470696,170.13860139
14285,1020984,20JUL2006:00:00:00,22JAN2023:00:00:00,679014,147.95999405
25153,1038235,20JUL2006:00:00:00,24JUN2024:00:00:00,62581,179.8417421
1032,1000047,21JUL2006:00:00:00,25MAR2015:00:00:00,849337,164.59394955
2889,1003025,21JUL2006:00:00:00,29SEP2021:00:00:00,568141,145.18766813
3816,1004520,21JUL2006:00:00:00,01SEP2018:00:00:00,585630,161.82162363
22815,1034621,21JUL2006:00:00:00,23DEC2015:00:00:00,511464,149.34615701
1065,1000093,22JUL2006:00:00:00,20NOV2017:00:00:00,487291,164.59394955
1113,1000182,22JUL2006:00:00:00,26APR2023:00:00:00,566603,75.366159982
4256,1005256,22JUL2006:00:00:00,23FEB2015:00:00:00,310462,239.44674933
9510,1013573,22JUL2006:00:00:00,20DEC2014:00:00:00,905885,145.18766813
10560,1015209,22JUL2006:00:00:00,05MAR2023:00:00:00,201468,208.95116423
11586,1016694,22JUL2006:00:00:00,17OCT2018:00:00:00,770061,203.4065124
11659,1016816,22JUL2006:00:00:00,04NOV2017:00:00:00,47407,193.70337169
13681,1020020,22JUL2006:00:00:00,15NOV2022:00:00:00,10419,103.60277937
13718,1020069,22JUL2006:00:00:00,23OCT2016:00:00:00,791725,98.237848802
19207,1028920,22JUL2006:00:00:00,26MAR2015:00:00:00,729962,93.386278446
16963,1025286,23JUL2006:00:00:00,03AUG2021:00:00:00,834770,254.69454187
20949,1031673,23JUL2006:00:00:00,09AUG2020:00:00:00,857489,76.059241462
21781,1032960,23JUL2006:00:00:00,18SEP2017:00:00:00,524862,178.45557914
26174,1039713,23JUL2006:00:00:00,03AUG2017:00:00:00,575917,163.20778659
2434,1002316,24JUL2006:00:00:00,20NOV2014:00:00:00,358199,94.772441405
12617,1018287,24JUL2006:00:00:00,01SEP2020:00:00:00,591224,157.66313476
13309,1019430,24JUL2006:00:00:00,07MAR2015:00:00:00,718450,154.89080884
20126,1030414,24JUL2006:00:00:00,11AUG2021:00:00:00,861527,251.92221595
21223,1032107,24JUL2006:00:00:00,08DEC2017:00:00:00,380026,77.265683149
24819,1037732,24JUL2006:00:00:00,10FEB2021:00:00:00,79251,98.058127531
5976,1008235,25JUL2006:00:00:00,14JAN2022:00:00:00,188363,182.61406802
16752,1024925,25JUL2006:00:00:00,07AUG2014:00:00:00,66806,94.079359926
21977,1033259,25JUL2006:00:00:00,16JUL2022:00:00:00,893172,231.12977157
23140,1035108,25JUL2006:00:00:00,23MAY2024:00:00:00,336771,222.81279382
23363,1035441,25JUL2006:00:00:00,26AUG2023:00:00:00,294324,204.79267536
25688,1039014,25JUL2006:00:00:00,04SEP2022:00:00:00,717486,226.9712827
7104,1009883,26JUL2006:00:00:00,28MAY2020:00:00:00,234064,210.33732719
21742,1032895,26JUL2006:00:00:00,18DEC2021:00:00:00,745887,190.93104577
22018,1033340,26JUL2006:00:00:00,29MAY2017:00:00:00,282404,188.15871985
25099,1038153,26JUL2006:00:00:00,12APR2017:00:00:00,250244,113.30592008
4854,1006296,27JUL2006:00:00:00,21DEC2020:00:00:00,674099,89.22778957
6342,1008746,27JUL2006:00:00:00,18JUN2017:00:00:00,244686,190.93104577
7166,1009993,27JUL2006:00:00:00,18SEP2014:00:00:00,594502,213.10965311
8641,1012282,27JUL2006:00:00:00,30JUL2021:00:00:00,823674,189.54488281
19201,1028910,27JUL2006:00:00:00,02JUL2017:00:00:00,635626,120.23673487
5472,1007408,28JUL2006:00:00:00,19DEC2022:00:00:00,425377,221.42663086
6017,1008286,28JUL2006:00:00:00,13AUG2016:00:00:00,248747,213.10965311
6690,1009285,28JUL2006:00:00:00,20MAY2021:00:00:00,672414,42.389183222
15046,1022204,28JUL2006:00:00:00,24MAR2019:00:00:00,670811,94.772441405
24449,1037152,28JUL2006:00:00:00,08JUN2018:00:00:00,65920,213.10965311
25181,1038278,28JUL2006:00:00:00,22JAN2023:00:00:00,474558,64.276856312
3408,1003874,29JUL2006:00:00:00,11APR2017:00:00:00,565087,112.09947839
3681,1004310,29JUL2006:00:00:00,22FEB2021:00:00:00,969011,89.22778957
9002,1012825,29JUL2006:00:00:00,11DEC2019:00:00:00,132512,175.68325322
12665,1018353,29JUL2006:00:00:00,14OCT2022:00:00:00,684159,58.039122997
13655,1019978,29JUL2006:00:00:00,02JUL2017:00:00:00,531808,58.039122997
14223,1020882,29JUL2006:00:00:00,01DEC2016:00:00:00,475957,93.386278446
16473,1024498,29JUL2006:00:00:00,31MAR2018:00:00:00,402871,193.70337169
18400,1027611,29JUL2006:00:00:00,11NOV2019:00:00:00,540138,197.86186056
19085,1028729,29JUL2006:00:00:00,07FEB2024:00:00:00,915898,82.990056255
21723,1032862,29JUL2006:00:00:00,08DEC2016:00:00:00,371847,139.64301629
25894,1039312,29JUL2006:00:00:00,23NOV2018:00:00:00,70401,178.45557914
22306,1033804,30JUL2006:00:00:00,02MAR2017:00:00:00,193733,193.70337169
1394,1000658,31JUL2006:00:00:00,13DEC2015:00:00:00,227047,164.59394955
3809,1004502,31JUL2006:00:00:00,30OCT2016:00:00:00,948184,213.10965311
6595,1009128,31JUL2006:00:00:00,12AUG2014:00:00:00,534529,107.94098951
8828,1012553,31JUL2006:00:00:00,10JAN2017:00:00:00,777780,196.4756976
11142,1016063,31JUL2006:00:00:00,08SEP2016:00:00:00,635359,123.88186354
18696,1028069,31JUL2006:00:00:00,26JUN2022:00:00:00,396629,100.31709324
18875,1028380,31JUL2006:00:00:00,24FEB2016:00:00:00,752601,236.67442341
23049,1034970,31JUL2006:00:00:00,16AUG2019:00:00:00,775916,264.39768258
25697,1039026,31JUL2006:00:00:00,17MAY2018:00:00:00,839336,78.831567379
14326,1021051,01AUG2006:00:00:00,19DEC2016:00:00:00,505805,161.82162363
16222,1024058,01AUG2006:00:00:00,07JUN2015:00:00:00,303192,84.376219214
4972,1006500,02AUG2006:00:00:00,01OCT2019:00:00:00,416260,114.87180431
5916,1008152,02AUG2006:00:00:00,09JUL2018:00:00:00,776795,90.613952529
21071,1031877,02AUG2006:00:00:00,27AUG2017:00:00:00,524158,77.44540442
25307,1038455,02AUG2006:00:00:00,16FEB2024:00:00:00,427612,185.38639393
21185,1032060,03AUG2006:00:00:00,23DEC2016:00:00:00,703656,84.376219214
16203,1024025,05AUG2006:00:00:00,14NOV2021:00:00:00,16720,188.15871985
16507,1024554,05AUG2006:00:00:00,08JUL2016:00:00:00,900104,179.8417421
18081,1027048,05AUG2006:00:00:00,19AUG2018:00:00:00,737423,108.63407099
2629,1002618,06AUG2006:00:00:00,11APR2016:00:00:00,201456,215.88197903
5452,1007376,06AUG2006:00:00:00,14OCT2021:00:00:00,859957,189.54488281
8892,1012653,06AUG2006:00:00:00,21OCT2014:00:00:00,601009,60.409301686
9221,1013165,06AUG2006:00:00:00,08AUG2020:00:00:00,525844,102.21661641
19203,1028916,06AUG2006:00:00:00,22FEB2019:00:00:00,733700,193.70337169
20641,1031207,06AUG2006:00:00:00,31AUG2020:00:00:00,158225,185.38639393
2575,1002535,07AUG2006:00:00:00,03JUN2022:00:00:00,395427,167.36627547
2921,1003078,07AUG2006:00:00:00,13MAR2024:00:00:00,908339,141.02917925
4285,1005299,07AUG2006:00:00:00,27DEC2021:00:00:00,136457,69.821508147
6395,1008821,07AUG2006:00:00:00,19DEC2017:00:00:00,762876,213.10965311
16310,1024238,07AUG2006:00:00:00,04JUL2017:00:00:00,-962,189.54488281
19525,1029454,07AUG2006:00:00:00,09DEC2021:00:00:00,856564,210.33732719
19879,1030053,07AUG2006:00:00:00,18MAR2024:00:00:00,822350,101.7032562
21532,1032584,07AUG2006:00:00:00,31JUL2017:00:00:00,310346,228.35744566
22027,1033352,07AUG2006:00:00:00,11AUG2019:00:00:00,734415,239.44674933
22636,1034356,07AUG2006:00:00:00,28AUG2022:00:00:00,914359,94.772441405
25559,1038839,07AUG2006:00:00:00,13MAR2018:00:00:00,657675,168.75243843
1652,1001054,08AUG2006:00:00:00,09APR2015:00:00:00,340978,172.9109273
7114,1009900,08AUG2006:00:00:00,16SEP2019:00:00:00,911799,157.66313476
7165,1009992,08AUG2006:00:00:00,29JUN2019:00:00:00,429135,189.54488281
18868,1028368,08AUG2006:00:00:00,13AUG2020:00:00:00,11090,244.99140116
19940,1030142,08AUG2006:00:00:00,23JUL2024:00:00:00,674012,103.60277937
23507,1035658,08AUG2006:00:00:00,06OCT2023:00:00:00,214658,96.671964572
25674,1038995,08AUG2006:00:00:00,12MAR2016:00:00:00,983173,200.63418648
